timestamp, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.free [MiB], temperature.gpu, fan.speed [%]
2026/05/30 11:04:47.853, 100 %, 53 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:04:48.854, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:04:49.855, 96 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:04:50.857, 96 %, 85 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:04:51.858, 95 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:04:52.859, 97 %, 94 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:04:53.860, 95 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:04:54.862, 95 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:04:55.864, 96 %, 95 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:04:56.865, 97 %, 88 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:04:57.867, 94 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:04:58.868, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:04:59.869, 100 %, 51 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:00.871, 94 %, 80 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:01.872, 96 %, 83 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:02.873, 93 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:03.875, 94 %, 83 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:04.876, 93 %, 76 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:05.878, 94 %, 72 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:06.879, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:07.880, 100 %, 52 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:08.882, 96 %, 94 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:05:09.883, 98 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:10.884, 100 %, 53 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:11.886, 96 %, 94 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:12.887, 100 %, 99 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:13.889, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:14.890, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:15.892, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:16.893, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:17.895, 100 %, 78 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:05:18.897, 100 %, 81 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:19.898, 94 %, 63 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:20.900, 95 %, 94 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:21.902, 100 %, 55 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:22.903, 100 %, 48 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:23.905, 96 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:24.906, 96 %, 96 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:25.908, 100 %, 82 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:26.909, 100 %, 44 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:27.912, 100 %, 99 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:28.913, 100 %, 55 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:29.915, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:30.916, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:31.917, 100 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:32.919, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:33.920, 100 %, 54 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:34.922, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:35.924, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:36.925, 100 %, 59 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:37.927, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:38.929, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 11:05:39.930, 100 %, 100 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 11:05:40.932, 100 %, 82 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:41.933, 100 %, 56 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:42.935, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:43.936, 100 %, 99 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:44.938, 100 %, 56 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:45.940, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:46.941, 100 %, 100 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:47.943, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:48.945, 100 %, 88 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:49.947, 100 %, 74 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:50.948, 100 %, 100 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:05:51.950, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:52.951, 100 %, 81 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:53.952, 100 %, 80 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:54.953, 100 %, 75 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:05:55.955, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:05:56.957, 100 %, 86 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:05:57.958, 100 %, 60 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:58.960, 100 %, 49 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:05:59.961, 97 %, 95 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:00.963, 100 %, 99 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:01.964, 100 %, 99 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:02.966, 100 %, 100 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:03.968, 100 %, 100 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:04.969, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:05.970, 100 %, 57 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:06.972, 96 %, 94 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:07.974, 96 %, 69 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 11:06:08.975, 100 %, 50 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:06:09.977, 96 %, 94 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:10.979, 100 %, 54 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:11.980, 93 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:12.981, 94 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:13.982, 100 %, 55 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:14.984, 95 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:15.985, 92 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:16.986, 100 %, 67 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:17.987, 100 %, 64 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:18.988, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:19.990, 100 %, 100 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:20.992, 100 %, 62 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:21.994, 100 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:23.014, 100 %, 99 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:24.015, 100 %, 67 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:25.016, 100 %, 95 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:26.018, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:27.019, 100 %, 47 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:06:28.020, 93 %, 67 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:29.021, 94 %, 91 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:06:30.023, 96 %, 94 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:31.024, 96 %, 58 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:32.025, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:33.027, 100 %, 98 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:34.029, 100 %, 54 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:35.030, 97 %, 50 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:36.032, 93 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:37.033, 98 %, 53 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:38.035, 100 %, 99 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:39.036, 100 %, 76 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:40.038, 100 %, 81 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:41.039, 100 %, 99 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:06:42.041, 100 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:43.043, 94 %, 76 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:44.045, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:45.046, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:46.047, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:47.048, 98 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:48.049, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:49.051, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:50.052, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:51.054, 97 %, 94 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:52.055, 97 %, 68 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:53.056, 97 %, 94 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:54.058, 100 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:55.060, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:56.062, 97 %, 95 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:06:57.063, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:06:58.065, 93 %, 48 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:06:59.066, 100 %, 47 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:00.068, 96 %, 74 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:01.072, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:02.073, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:03.074, 97 %, 90 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:04.076, 97 %, 69 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:05.078, 97 %, 95 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:06.081, 95 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:07.082, 97 %, 73 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:08.083, 96 %, 94 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:09.084, 95 %, 78 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:10.086, 96 %, 87 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:11.090, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:12.091, 97 %, 71 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:13.093, 95 %, 81 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:14.094, 93 %, 51 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:07:15.096, 96 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:16.100, 94 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:17.101, 96 %, 63 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:18.103, 97 %, 96 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:19.104, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:20.105, 97 %, 95 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:21.107, 96 %, 96 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:07:22.108, 96 %, 48 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:23.109, 94 %, 70 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:24.110, 93 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:25.112, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:26.113, 95 %, 79 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:27.114, 94 %, 92 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:28.116, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:29.117, 95 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:30.118, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:31.119, 96 %, 59 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:07:32.121, 96 %, 64 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:33.122, 97 %, 95 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:34.124, 96 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:35.126, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:36.127, 94 %, 92 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:37.129, 97 %, 96 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:38.130, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:39.132, 96 %, 56 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:40.133, 99 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:41.134, 100 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:42.136, 95 %, 79 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:43.137, 94 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:44.138, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:45.139, 94 %, 73 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:46.140, 93 %, 87 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:47.141, 95 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:48.143, 95 %, 69 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:49.145, 95 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:50.146, 96 %, 93 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:51.147, 96 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:07:52.149, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:53.150, 97 %, 94 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:07:54.151, 97 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:55.153, 99 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:56.154, 100 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:57.156, 96 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:07:58.158, 95 %, 76 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:07:59.159, 96 %, 77 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:08:00.160, 96 %, 86 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:01.161, 94 %, 52 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:02.162, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:03.164, 96 %, 57 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:08:04.166, 100 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:05.167, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:06.168, 96 %, 65 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:07.169, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:08.171, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:09.172, 95 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:10.173, 93 %, 89 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:11.175, 97 %, 93 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:08:12.176, 97 %, 93 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:13.178, 95 %, 83 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:14.180, 93 %, 89 %, 21817 MiB, 2265 MiB, 75, 100 %
2026/05/30 11:08:15.181, 100 %, 48 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:16.182, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:17.183, 95 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:18.184, 95 %, 75 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:19.185, 97 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:20.186, 94 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:21.188, 94 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:22.189, 100 %, 47 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:23.191, 97 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:24.192, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:25.193, 100 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:26.195, 98 %, 54 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:27.196, 97 %, 92 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:28.197, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:29.199, 95 %, 88 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:30.200, 97 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:31.202, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:32.203, 98 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:33.204, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:34.206, 95 %, 82 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:35.207, 96 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:36.208, 96 %, 77 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:37.210, 95 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:38.211, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:39.212, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:40.214, 97 %, 91 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:08:41.215, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:42.216, 96 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:43.217, 96 %, 66 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:44.218, 97 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:45.220, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:46.221, 96 %, 63 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:47.223, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:48.224, 100 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:49.226, 96 %, 81 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:50.227, 100 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:51.229, 95 %, 70 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:52.230, 100 %, 49 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:53.232, 97 %, 91 %, 21817 MiB, 2265 MiB, 76, 100 %
2026/05/30 11:08:54.233, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:55.235, 95 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:08:56.237, 97 %, 91 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:57.238, 96 %, 80 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:08:58.240, 100 %, 49 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:08:59.241, 98 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:09:00.243, 96 %, 50 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:01.244, 96 %, 57 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:02.245, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:03.246, 95 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:04.248, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:09:05.249, 97 %, 91 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:09:06.251, 99 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:07.253, 98 %, 92 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:09:08.254, 100 %, 51 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:09:09.256, 95 %, 57 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:10.257, 96 %, 51 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:11.259, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:09:12.260, 96 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:13.262, 100 %, 53 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:14.266, 97 %, 75 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:15.267, 96 %, 56 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:16.268, 93 %, 87 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:17.269, 100 %, 52 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:18.271, 100 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:19.272, 96 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:20.274, 96 %, 52 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:21.275, 100 %, 47 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:22.276, 95 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:23.278, 95 %, 49 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:24.280, 97 %, 51 %, 21817 MiB, 2265 MiB, 81, 100 %
2026/05/30 11:09:25.281, 100 %, 50 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:26.282, 100 %, 52 %, 21817 MiB, 2265 MiB, 78, 100 %
2026/05/30 11:09:27.284, 97 %, 84 %, 21817 MiB, 2265 MiB, 79, 100 %
2026/05/30 11:09:28.285, 93 %, 87 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:29.286, 97 %, 76 %, 21817 MiB, 2265 MiB, 77, 100 %
2026/05/30 11:09:30.288, 100 %, 53 %, 21817 MiB, 2265 MiB, 80, 100 %
2026/05/30 11:09:31.290, 97 %, 92 %, 21817 MiB, 2265 MiB, 78, 100 %
